"ID","事業者コード","事業者名","路線コード","路線名","駅コード","駅名","緯度","経度","向き1","着数1","発数1","向き2","着数2","発数2"
5680,221,"名古屋鉄道",4,"蒲郡線",10,"蒲郡",34.822763,137.225685,"上り",35,0,"下り",0,35
5681,221,"名古屋鉄道",5,"三河線",1,"猿投",35.121735,137.178705,"上り",0,71,"下り",71,0
5682,221,"名古屋鉄道",5,"三河線",2,"平戸橋",35.114545,137.18459,"上り",71,71,"下り",71,71
5683,221,"名古屋鉄道",5,"三河線",3,"越戸",35.10767,137.18013,"上り",71,71,"下り",71,71
5684,221,"名古屋鉄道",5,"三河線",4,"梅坪",35.09967,137.162285,"上り",71,71,"下り",71,71
5685,221,"名古屋鉄道",5,"三河線",5,"豊田市",35.08726,137.15624,"上り",71,71,"下り",73,71
5686,221,"名古屋鉄道",5,"三河線",6,"上挙母",35.07192,137.15467,"上り",71,71,"下り",73,73
5687,221,"名古屋鉄道",5,"三河線",7,"土橋",35.058225,137.12947,"上り",71,71,"下り",71,73
5688,221,"名古屋鉄道",5,"三河線",8,"竹村",35.040075,137.114755,"上り",71,71,"下り",71,71
5689,221,"名古屋鉄道",5,"三河線",9,"若林",35.026305,137.09584,"上り",71,71,"下り",71,71
5690,221,"名古屋鉄道",5,"三河線",10,"三河八橋",35.010945,137.07724,"上り",71,71,"下り",71,71
5691,221,"名古屋鉄道",5,"三河線",11,"三河知立",35.00567879,137.05522632,"上り",71,71,"下り",71,71
5692,221,"名古屋鉄道",5,"三河線",12,"知立",35.00595597,137.03941566,"上り",71,70,"下り",70,71
5693,221,"名古屋鉄道",5,"三河線",13,"重原",34.99478,137.023775,"上り",70,70,"下り",70,70
5694,221,"名古屋鉄道",5,"三河線",14,"刈谷",34.99053,137.009275,"上り",70,70,"下り",70,70
5695,221,"名古屋鉄道",5,"三河線",15,"刈谷市",34.984702,136.993925,"上り",70,70,"下り",70,70
5696,221,"名古屋鉄道",5,"三河線",16,"小垣江",34.96388,136.99552,"上り",70,70,"下り",70,70
5697,221,"名古屋鉄道",5,"三河線",17,"吉浜",34.946705,136.98944,"上り",70,70,"下り",70,70
5698,221,"名古屋鉄道",5,"三河線",18,"三河高浜",34.93077,136.98996,"上り",70,70,"下り",70,70
5699,221,"名古屋鉄道",5,"三河線",19,"高浜港",34.92153,136.98938,"上り",70,70,"下り",70,70
5700,221,"名古屋鉄道",5,"三河線",20,"北新川",34.905975,136.992485,"上り",70,70,"下り",70,70
5701,221,"名古屋鉄道",5,"三河線",21,"新川町",34.896605,136.990305,"上り",70,70,"下り",70,70
5702,221,"名古屋鉄道",5,"三河線",22,"碧南中央",34.88731,136.98944,"上り",70,70,"下り",70,70
5703,221,"名古屋鉄道",5,"三河線",23,"碧南",34.874015,136.985625,"上り",70,0,"下り",0,70
5704,221,"名古屋鉄道",6,"豊田線",1,"赤池",35.121035,137.018205,"下り",0,79,"上り",79,0
5705,221,"名古屋鉄道",6,"豊田線",2,"日進",35.11839,137.048775,"下り",79,79,"上り",79,79
5706,221,"名古屋鉄道",6,"豊田線",3,"米野木",35.1237,137.06699,"下り",79,79,"上り",79,79
5707,221,"名古屋鉄道",6,"豊田線",4,"黒笹",35.12767,137.091595,"下り",79,79,"上り",79,79
5708,221,"名古屋鉄道",6,"豊田線",5,"三好ヶ丘",35.126995,137.111415,"下り",79,79,"上り",79,79
5709,221,"名古屋鉄道",6,"豊田線",6,"浄水",35.121285,137.137315,"下り",79,79,"上り",79,79
5710,221,"名古屋鉄道",6,"豊田線",7,"上豊田",35.116175,137.1551,"下り",79,79,"上り",79,79
5711,221,"名古屋鉄道",6,"豊田線",8,"梅坪",35.09967,137.162285,"下り",79,79,"上り",79,79
5712,221,"名古屋鉄道",6,"豊田線",9,"豊田市",35.08726,137.15624,"下り",79,0,"上り",0,79
5713,221,"名古屋鉄道",7,"常滑線・空港線",1,"名鉄名古屋",35.17044,136.88387,"下り",0,149,"上り",146,0
5714,221,"名古屋鉄道",7,"常滑線・空港線",2,"山王",35.151885,136.88877,"下り",10,10,"上り",9,9
5715,221,"名古屋鉄道",7,"常滑線・空港線",3,"金山",35.14291,136.901205,"下り",149,212,"上り",214,146
5716,221,"名古屋鉄道",7,"常滑線・空港線",4,"神宮前",35.125567,136.91262,"下り",212,212,"上り",214,214
5717,221,"名古屋鉄道",7,"常滑線・空港線",5,"豊田本町",35.113625,136.91082,"下り",69,69,"上り",72,72
5718,221,"名古屋鉄道",7,"常滑線・空港線",6,"道徳",35.10565892,136.90939709,"下り",69,69,"上り",72,72
5719,221,"名古屋鉄道",7,"常滑線・空港線",7,"大江",35.09281982,136.91262418,"下り",148,148,"上り",146,146
5720,221,"名古屋鉄道",7,"常滑線・空港線",8,"大同町",35.080279,136.909356,"下り",102,102,"上り",101,101
5721,221,"名古屋鉄道",7,"常滑線・空港線",9,"柴田",35.072825,136.90908,"下り",70,70,"上り",72,72
5722,221,"名古屋鉄道",7,"常滑線・空港線",10,"名和",35.06092,136.91169,"下り",69,69,"上り",72,72
5723,221,"名古屋鉄道",7,"常滑線・空港線",11,"聚楽園",35.042915,136.903075,"下り",100,100,"上り",111,111
5724,221,"名古屋鉄道",7,"常滑線・空港線",12,"新日鉄前",35.03514,136.89949,"下り",69,69,"上り",72,72
5725,221,"名古屋鉄道",7,"常滑線・空港線",13,"太田川",35.020305,136.89257,"下り",212,109,"上り",109,214
5726,221,"名古屋鉄道",7,"常滑線・空港線",14,"尾張横須賀",35.010015,136.88555,"下り",109,109,"上り",109,109
5727,221,"名古屋鉄道",7,"常滑線・空港線",15,"寺本",35.000205,136.87544,"下り",76,76,"上り",79,79
5728,221,"名古屋鉄道",7,"常滑線・空港線",16,"朝倉",34.99386,136.863455,"下り",109,109,"上り",109,109
5729,221,"名古屋鉄道",7,"常滑線・空港線",17,"古見",34.98774,136.856775,"下り",74,74,"上り",79,79
5730,221,"名古屋鉄道",7,"常滑線・空港線",18,"長浦",34.9784,136.847815,"下り",37,37,"上り",42,42
5731,221,"名古屋鉄道",7,"常滑線・空港線",19,"日長",34.961655,136.83217,"下り",37,37,"上り",42,42
5732,221,"名古屋鉄道",7,"常滑線・空港線",20,"新舞子",34.949725,136.828595,"下り",109,109,"上り",109,109
5733,221,"名古屋鉄道",7,"常滑線・空港線",21,"大野町",34.93543,136.8275,"下り",76,76,"上り",79,79
5734,221,"名古屋鉄道",7,"常滑線・空港線",22,"西ノ口",34.924605,136.82676,"下り",39,41,"上り",42,42
5735,221,"名古屋鉄道",7,"常滑線・空港線",23,"蒲池",34.915275,136.825655,"下り",40,40,"上り",42,42
5736,221,"名古屋鉄道",7,"常滑線・空港線",24,"榎戸",34.90495,136.8282,"下り",40,40,"上り",42,42
5737,221,"名古屋鉄道",7,"常滑線・空港線",25,"多屋",34.897025,136.830695,"下り",39,39,"上り",42,42
5738,221,"名古屋鉄道",7,"常滑線・空港線",26,"常滑",34.89047775,136.83553738,"下り",111,85,"上り",85,109
5739,221,"名古屋鉄道",7,"常滑線・空港線",27,"りんくう常滑",34.879615,136.8281,"下り",52,52,"上り",55,55
5740,221,"名古屋鉄道",7,"常滑線・空港線",28,"中部国際空港",34.86050945,136.81605425,"下り",85,0,"上り",0,85
5741,221,"名古屋鉄道",8,"河和線",1,"太田川",35.020305,136.89257,"下り",0,139,"上り",129,0
5742,221,"名古屋鉄道",8,"河和線",2,"高横須賀",35.00965,136.893735,"下り",65,65,"上り",59,59
5743,221,"名古屋鉄道",8,"河和線",3,"加木屋中ノ池",35.00011312,136.90224263,"下り",65,65,"上り",59,59
5744,221,"名古屋鉄道",8,"河和線",4,"南加木屋",34.98927,136.906855,"下り",108,108,"上り",99,99
5745,221,"名古屋鉄道",8,"河和線",5,"八幡新田",34.973775,136.91262,"下り",65,65,"上り",59,59
5746,221,"名古屋鉄道",8,"河和線",6,"巽ヶ丘",34.962205,136.91567,"下り",108,108,"上り",99,99
5747,221,"名古屋鉄道",8,"河和線",7,"白沢",34.95508,136.91538,"下り",65,65,"上り",59,59
5748,221,"名古屋鉄道",8,"河和線",8,"坂部",34.94097,136.916715,"下り",65,65,"上り",59,59
5749,221,"名古屋鉄道",8,"河和線",9,"阿久比",34.931305,136.918455,"下り",139,139,"上り",129,129
5750,221,"名古屋鉄道",8,"河和線",10,"植大",34.917435,136.923445,"下り",65,65,"上り",59,59
5751,221,"名古屋鉄道",8,"河和線",11,"半田口",34.9091,136.925476,"下り",65,65,"上り",59,59
5752,221,"名古屋鉄道",8,"河和線",12,"住吉町",34.9021,136.92574,"下り",108,108,"上り",99,99
5753,221,"名古屋鉄道",8,"河和線",13,"知多半田",34.893983,136.925891,"下り",139,83,"上り",79,129
5754,221,"名古屋鉄道",8,"河和線",14,"成岩",34.886195,136.921845,"下り",51,51,"上り",45,45
5755,221,"名古屋鉄道",8,"河和線",15,"青山",34.878668,136.917269,"下り",83,83,"上り",79,79
5756,221,"名古屋鉄道",8,"河和線",16,"上ゲ",34.85833,136.916455,"下り",51,51,"上り",45,45
5757,221,"名古屋鉄道",8,"河和線",17,"知多武豊",34.850615,136.916545,"下り",83,83,"上り",79,79
5758,221,"名古屋鉄道",8,"河和線",18,"富貴",34.829325,136.916765,"下り",83,75,"上り",72,79
5759,221,"名古屋鉄道",8,"河和線",19,"河和口",34.79725,136.91898,"下り",75,75,"上り",72,72
5760,221,"名古屋鉄道",8,"河和線",20,"河和",34.778025,136.912265,"下り",75,0,"上り",0,72
5761,221,"名古屋鉄道",9,"知多新線",1,"富貴",34.829325,136.916765,"下り",0,41,"上り",41,0
5762,221,"名古屋鉄道",9,"知多新線",2,"上野間",34.80727,136.86681,"下り",41,41,"上り",41,41
5763,221,"名古屋鉄道",9,"知多新線",3,"美浜緑苑",34.80029,136.86308,"下り",41,41,"上り",41,41
5764,221,"名古屋鉄道",9,"知多新線",4,"知多奥田",34.787185,136.864485,"下り",41,41,"上り",41,41
5765,221,"名古屋鉄道",9,"知多新線",5,"野間",34.7723,136.86075,"下り",41,41,"上り",41,41
5766,221,"名古屋鉄道",9,"知多新線",6,"内海",34.744685,136.875245,"下り",41,0,"上り",0,41
5767,221,"名古屋鉄道",10,"瀬戸線",1,"栄町",35.170485,136.908845,"下り",0,129,"上り",129,0
5768,221,"名古屋鉄道",10,"瀬戸線",2,"東大手",35.18345,136.908475,"下り",129,129,"上り",129,129
5769,221,"名古屋鉄道",10,"瀬戸線",3,"清水",35.187095,136.91394,"下り",98,98,"上り",98,98
5770,221,"名古屋鉄道",10,"瀬戸線",4,"尼ヶ坂",35.1878,136.919175,"下り",98,98,"上り",98,98
5771,221,"名古屋鉄道",10,"瀬戸線",5,"森下",35.188245,136.92929,"下り",98,98,"上り",98,98
5772,221,"名古屋鉄道",10,"瀬戸線",6,"大曽根",35.191595,136.93695,"下り",129,129,"上り",129,129
5773,221,"名古屋鉄道",10,"瀬戸線",7,"矢田",35.19366,136.947995,"下り",98,98,"上り",98,98
5774,221,"名古屋鉄道",10,"瀬戸線",8,"守山自衛隊前",35.19619,136.95757,"下り",98,98,"上り",98,98
5775,221,"名古屋鉄道",10,"瀬戸線",9,"瓢箪山",35.197145,136.964445,"下り",98,98,"上り",98,98
5776,221,"名古屋鉄道",10,"瀬戸線",10,"小幡",35.20007,136.97556,"下り",129,129,"上り",129,129
5777,221,"名古屋鉄道",10,"瀬戸線",11,"喜多山",35.20506,136.98811,"下り",129,128,"上り",126,129
5778,221,"名古屋鉄道",10,"瀬戸線",12,"大森・金城学院前",35.206935,136.99659,"下り",128,128,"上り",126,126
5779,221,"名古屋鉄道",10,"瀬戸線",13,"印場",35.211025,137.01104,"下り",119,119,"上り",105,105
5780,221,"名古屋鉄道",10,"瀬戸線",14,"旭前",35.214155,137.01975,"下り",119,119,"上り",105,105
5781,221,"名古屋鉄道",10,"瀬戸線",15,"尾張旭",35.216765,137.03625,"下り",128,113,"上り",115,126
5782,221,"名古屋鉄道",10,"瀬戸線",16,"三郷",35.216235,137.05237,"下り",113,113,"上り",112,115
5783,221,"名古屋鉄道",10,"瀬戸線",17,"水野",35.224195,137.06942,"下り",113,113,"上り",112,112
5784,221,"名古屋鉄道",10,"瀬戸線",18,"新瀬戸",35.225525,137.077685,"下り",113,113,"上り",112,112
5785,221,"名古屋鉄道",10,"瀬戸線",19,"瀬戸市役所前",35.224995,137.08421,"下り",113,113,"上り",112,112
5786,221,"名古屋鉄道",10,"瀬戸線",20,"尾張瀬戸",35.22489,137.09674,"下り",113,0,"上り",0,112
5787,221,"名古屋鉄道",11,"津島線",1,"須ヶ口",35.19893,136.845755,"下り",0,89,"上り",83,0
5788,221,"名古屋鉄道",11,"津島線",2,"甚目寺",35.195955,136.825855,"下り",89,89,"上り",83,83
5789,221,"名古屋鉄道",11,"津島線",3,"七宝",35.195795,136.806235,"下り",85,85,"上り",76,76
5790,221,"名古屋鉄道",11,"津島線",4,"木田",35.1953,136.78801,"下り",89,89,"上り",83,83
5791,221,"名古屋鉄道",11,"津島線",5,"青塚",35.198705,136.766935,"下り",85,85,"上り",76,76
5792,221,"名古屋鉄道",11,"津島線",6,"勝幡",35.195245,136.750375,"下り",89,89,"上り",83,83
5793,221,"名古屋鉄道",11,"津島線",7,"藤浪",35.18883,136.738915,"下り",85,85,"上り",76,76
5794,221,"名古屋鉄道",11,"津島線",8,"津島",35.17803,136.73107,"下り",89,0,"上り",0,83
5795,221,"名古屋鉄道",12,"尾西線",1,"玉ノ井",35.334845,136.75797,"下り",0,38,"上り",38,0
5796,221,"名古屋鉄道",12,"尾西線",2,"奥町",35.32435,136.7611,"下り",38,38,"上り",38,38
5797,221,"名古屋鉄道",12,"尾西線",3,"開明",35.31927,136.774105,"下り",38,38,"上り",38,38
5798,221,"名古屋鉄道",12,"尾西線",4,"西一宮",35.307485,136.79214,"下り",38,38,"上り",38,38
5799,221,"名古屋鉄道",12,"尾西線",5,"名鉄一宮",35.302085,136.796975,"下り",38,69,"上り",69,38
5800,221,"名古屋鉄道",12,"尾西線",6,"観音寺",35.289715,136.786165,"下り",69,69,"上り",69,69
5801,221,"名古屋鉄道",12,"尾西線",7,"苅安賀",35.28714,136.778255,"下り",69,69,"上り",69,69
5802,221,"名古屋鉄道",12,"尾西線",8,"二子",35.28376,136.76569,"下り",69,69,"上り",69,69
5803,221,"名古屋鉄道",12,"尾西線",9,"萩原",35.27717,136.757705,"下り",69,69,"上り",69,69
5804,221,"名古屋鉄道",12,"尾西線",10,"玉野",35.266195,136.7478,"下り",69,69,"上り",69,69
5805,221,"名古屋鉄道",12,"尾西線",11,"山崎",35.25644,136.739445,"下り",69,69,"上り",69,69
5806,221,"名古屋鉄道",12,"尾西線",12,"森上",35.24761,136.736955,"下り",69,56,"上り",56,69
5807,221,"名古屋鉄道",12,"尾西線",13,"上丸渕",35.233875,136.73252,"下り",56,56,"上り",56,56
5808,221,"名古屋鉄道",12,"尾西線",14,"丸渕",35.222525,136.72899,"下り",56,56,"上り",56,56
5809,221,"名古屋鉄道",12,"尾西線",15,"渕高",35.213945,136.727355,"下り",56,56,"上り",56,56
5810,221,"名古屋鉄道",12,"尾西線",16,"六輪",35.202215,136.729155,"下り",56,56,"上り",56,56
5811,221,"名古屋鉄道",12,"尾西線",17,"町方",35.189804,136.727093,"下り",56,56,"上り",56,56
5812,221,"名古屋鉄道",12,"尾西線",18,"津島",35.17803,136.73107,"下り",56,85,"上り",81,56
5813,221,"名古屋鉄道",12,"尾西線",19,"日比野",35.163675,136.7286,"下り",85,85,"上り",81,81
5814,221,"名古屋鉄道",12,"尾西線",20,"佐屋",35.14755,136.716685,"下り",85,37,"上り",36,81
5815,221,"名古屋鉄道",12,"尾西線",21,"五ノ三",35.129345,136.711435,"下り",37,37,"上り",36,36
5816,221,"名古屋鉄道",12,"尾西線",22,"弥富",35.114065,136.725845,"下り",37,0,"上り",0,36
5817,221,"名古屋鉄道",13,"犬山線",1,"名鉄名古屋",35.17044,136.88387,"下り",0,173,"上り",173,0
5818,221,"名古屋鉄道",13,"犬山線",2,"栄生",35.18379,136.873065,"下り",140,140,"上り",141,141
5819,221,"名古屋鉄道",13,"犬山線",3,"東枇杷島",35.18994,136.870315,"下り",67,67,"上り",68,68
5820,221,"名古屋鉄道",13,"犬山線",4,"下小田井",35.20243,136.87081,"下り",70,70,"上り",69,69
5821,221,"名古屋鉄道",13,"犬山線",5,"中小田井",35.214755,136.876845,"下り",70,70,"上り",69,69
5822,221,"名古屋鉄道",13,"犬山線",6,"上小田井",35.2233,136.877015,"下り",140,165,"上り",167,143
5823,221,"名古屋鉄道",13,"犬山線",7,"西春",35.244685,136.871277,"下り",165,165,"上り",167,167
5824,221,"名古屋鉄道",13,"犬山線",8,"徳重・名古屋芸大",35.255745,136.873355,"下り",87,87,"上り",92,92
5825,221,"名古屋鉄道",13,"犬山線",9,"大山寺",35.263305,136.87479,"下り",87,87,"上り",92,92
5826,221,"名古屋鉄道",13,"犬山線",10,"岩倉",35.27797,136.873575,"下り",198,150,"上り",148,197
5827,221,"名古屋鉄道",13,"犬山線",11,"石仏",35.295535,136.871175,"下り",74,74,"上り",73,73
5828,221,"名古屋鉄道",13,"犬山線",12,"布袋",35.317065,136.872935,"下り",117,117,"上り",117,118
5829,221,"名古屋鉄道",13,"犬山線",13,"江南",35.334705,136.872038,"下り",150,150,"上り",147,147
5830,221,"名古屋鉄道",13,"犬山線",14,"柏森",35.34482,136.900245,"下り",150,150,"上り",146,147
5831,221,"名古屋鉄道",13,"犬山線",15,"扶桑",35.35965,136.91609,"下り",117,116,"上り",115,116
5832,221,"名古屋鉄道",13,"犬山線",16,"木津用水",35.366835,136.926015,"下り",73,73,"上り",70,70
5833,221,"名古屋鉄道",13,"犬山線",17,"犬山口",35.37423,136.93997,"下り",73,73,"上り",70,70
5834,221,"名古屋鉄道",13,"犬山線",18,"犬山",35.3799,136.945535,"下り",149,161,"上り",158,145
5835,221,"名古屋鉄道",13,"犬山線",19,"犬山遊園",35.390405,136.946925,"下り",161,161,"上り",158,158
5836,221,"名古屋鉄道",13,"犬山線",20,"新鵜沼",35.396835,136.94426,"下り",161,0,"上り",0,158
5837,221,"名古屋鉄道",14,"各務原線",1,"新鵜沼",35.396835,136.94426,"下り",0,57,"上り",58,0
5838,221,"名古屋鉄道",14,"各務原線",2,"鵜沼宿",35.40010154,136.93215332,"下り",57,57,"上り",58,58
5839,221,"名古屋鉄道",14,"各務原線",3,"羽場",35.401197,136.921539,"下り",57,57,"上り",58,58
5840,221,"名古屋鉄道",14,"各務原線",4,"苧ヶ瀬",35.403323,136.912279,"下り",57,57,"上り",58,58
5841,221,"名古屋鉄道",14,"各務原線",5,"名電各務原",35.402555,136.90103,"下り",57,57,"上り",58,58
5842,221,"名古屋鉄道",14,"各務原線",6,"二十軒",35.40017,136.889295,"下り",57,57,"上り",58,58
5843,221,"名古屋鉄道",14,"各務原線",7,"三柿野",35.400075,136.876165,"下り",57,73,"上り",72,58
5844,221,"名古屋鉄道",14,"各務原線",8,"六軒",35.401075,136.861575,"下り",73,73,"上り",72,72
5845,221,"名古屋鉄道",14,"各務原線",9,"各務原市役所前",35.400845,136.847325,"下り",73,73,"上り",72,72
5846,221,"名古屋鉄道",14,"各務原線",10,"市民公園前",35.400565,136.8419,"下り",73,73,"上り",72,72
5847,221,"名古屋鉄道",14,"各務原線",11,"新那加",35.40011,136.83386,"下り",73,73,"上り",72,72
5848,221,"名古屋鉄道",14,"各務原線",12,"新加納",35.399385,136.824395,"下り",73,73,"上り",72,72
5849,221,"名古屋鉄道",14,"各務原線",13,"高田橋",35.398405,136.81153,"下り",73,73,"上り",72,72
5850,221,"名古屋鉄道",14,"各務原線",14,"手力",35.39826,136.80448,"下り",73,73,"上り",72,72
5851,221,"名古屋鉄道",14,"各務原線",15,"切通",35.400275,136.79562,"下り",73,73,"上り",72,72
5852,221,"名古屋鉄道",14,"各務原線",16,"細畑",35.401577,136.78533,"下り",73,73,"上り",72,72
5853,221,"名古屋鉄道",14,"各務原線",17,"田神",35.411285,136.77216,"下り",73,73,"上り",72,72
5854,221,"名古屋鉄道",14,"各務原線",18,"名鉄岐阜",35.41156,136.761025,"下り",73,0,"上り",0,72
5855,221,"名古屋鉄道",15,"広見線",1,"犬山",35.3799,136.945535,"下り",0,66,"上り",66,0
5856,221,"名古屋鉄道",15,"広見線",2,"富岡前",35.379525,136.96218,"下り",66,66,"上り",66,66
5857,221,"名古屋鉄道",15,"広見線",3,"善師野",35.3898,136.980055,"下り",66,66,"上り",66,66
5858,221,"名古屋鉄道",15,"広見線",4,"西可児",35.404727,137.010673,"下り",66,66,"上り",66,66
5859,221,"名古屋鉄道",15,"広見線",5,"可児川",35.418155,137.018509,"下り",66,66,"上り",66,66
5860,221,"名古屋鉄道",15,"広見線",6,"日本ライン今渡",35.432312,137.036855,"下り",66,66,"上り",66,66
5861,221,"名古屋鉄道",15,"広見線",7,"新可児",35.423265,137.055675,"下り",66,35,"上り",34,66
5862,221,"名古屋鉄道",15,"広見線",8,"明智",35.43335,137.087739,"下り",35,35,"上り",34,34
5863,221,"名古屋鉄道",15,"広見線",9,"顔戸",35.43453,137.10514,"下り",35,35,"上り",34,34
5864,221,"名古屋鉄道",15,"広見線",10,"御嵩口",35.43131,137.121735,"下り",35,35,"上り",34,34
5865,221,"名古屋鉄道",15,"広見線",11,"御嵩",35.42973,137.12754,"下り",35,0,"上り",0,34
5866,221,"名古屋鉄道",16,"小牧線",1,"上飯田",35.2039401,136.92966231,"下り",0,90,"上り",90,0
5867,221,"名古屋鉄道",16,"小牧線",2,"味鋺",35.222761,136.936254,"下り",90,90,"上り",90,90
5868,221,"名古屋鉄道",16,"小牧線",3,"味美",35.235105,136.937185,"下り",90,90,"上り",90,90
5869,221,"名古屋鉄道",16,"小牧線",4,"春日井",35.25036,136.936235,"下り",90,90,"上り",90,90
5870,221,"名古屋鉄道",16,"小牧線",5,"牛山",35.26406,136.93134,"下り",90,90,"上り",90,90
5871,221,"名古屋鉄道",16,"小牧線",6,"間内",35.2716,136.93119,"下り",90,90,"上り",90,90
5872,221,"名古屋鉄道",16,"小牧線",7,"小牧口",35.281763,136.927699,"下り",90,90,"上り",90,90
5873,221,"名古屋鉄道",16,"小牧線",8,"小牧",35.288955,136.927985,"下り",90,74,"上り",74,90
5874,221,"名古屋鉄道",16,"小牧線",9,"小牧原",35.298649,136.935328,"下り",74,74,"上り",74,74
5875,221,"名古屋鉄道",16,"小牧線",10,"味岡",35.309375,136.940335,"下り",74,74,"上り",74,74
5876,221,"名古屋鉄道",16,"小牧線",11,"田県神社前",35.3174,136.943785,"下り",74,74,"上り",74,74
5877,221,"名古屋鉄道",16,"小牧線",12,"楽田",35.330555,136.95009,"下り",74,74,"上り",74,74
5878,221,"名古屋鉄道",16,"小牧線",13,"羽黒",35.35161,136.952525,"下り",74,74,"上り",74,74
5879,221,"名古屋鉄道",16,"小牧線",14,"犬山",35.3799,136.945535,"下り",74,0,"上り",0,74
5880,221,"名古屋鉄道",17,"竹鼻線・羽島線",1,"笠松",35.374675,136.764645,"下り",0,67,"上り",67,0
5881,221,"名古屋鉄道",17,"竹鼻線・羽島線",2,"西笠松",35.368825,136.75777,"下り",67,67,"上り",67,67
5882,221,"名古屋鉄道",17,"竹鼻線・羽島線",3,"柳津",35.365033,136.739948,"下り",67,67,"上り",67,67
5883,221,"名古屋鉄道",17,"竹鼻線・羽島線",4,"南宿",35.347875,136.728655,"下り",67,67,"上り",67,67
5884,221,"名古屋鉄道",17,"竹鼻線・羽島線",5,"須賀",35.33987,136.72678,"下り",67,67,"上り",67,67
5885,221,"名古屋鉄道",17,"竹鼻線・羽島線",6,"不破一色",35.332965,136.72191,"下り",67,67,"上り",67,67
5886,221,"名古屋鉄道",17,"竹鼻線・羽島線",7,"竹鼻",35.326775,136.70644,"下り",67,67,"上り",67,67
5887,221,"名古屋鉄道",17,"竹鼻線・羽島線",8,"羽島市役所前",35.321945,136.699975,"下り",67,66,"上り",65,67
5888,221,"名古屋鉄道",17,"竹鼻線・羽島線",9,"江吉良",35.315445,136.69972,"下り",66,66,"上り",65,65
5889,221,"名古屋鉄道",17,"竹鼻線・羽島線",10,"新羽島",35.31522867,136.68691222,"下り",66,0,"上り",0,65
5890,221,"名古屋鉄道",18,"築港線",1,"大江",35.09281982,136.91262418,"下り",0,20,"上り",20,0
5891,221,"名古屋鉄道",18,"築港線",2,"東名古屋港",35.08909,136.899185,"下り",20,0,"上り",0,20
5892,223,"近畿日本鉄道",1,"大阪線",1,"大阪上本町",34.665475,135.52131,"下り",0,220,"上り",219,0
5893,223,"近畿日本鉄道",1,"大阪線",2,"鶴橋",34.665217,135.531205,"下り",220,220,"上り",219,219
5894,223,"近畿日本鉄道",1,"大阪線",3,"今里",34.664725,135.54991,"下り",98,98,"上り",95,95
5895,223,"近畿日本鉄道",1,"大阪線",4,"布施",34.664085,135.56357,"下り",209,209,"上り",213,213
5896,223,"近畿日本鉄道",1,"大阪線",5,"俊徳道",34.65858,135.571615,"下り",98,98,"上り",95,95
5897,223,"近畿日本鉄道",1,"大阪線",6,"長瀬",34.649855,135.57761,"下り",98,98,"上り",95,95
5898,223,"近畿日本鉄道",1,"大阪線",7,"弥刀",34.6414,135.58339,"下り",98,98,"上り",95,95
5899,223,"近畿日本鉄道",1,"大阪線",8,"久宝寺口",34.634585,135.590565,"下り",98,98,"上り",95,95
5900,223,"近畿日本鉄道",1,"大阪線",9,"近鉄八尾",34.62983,135.603545,"下り",160,160,"上り",160,160
5901,223,"近畿日本鉄道",1,"大阪線",10,"河内山本",34.627925,135.61917,"下り",160,160,"上り",160,160
5902,223,"近畿日本鉄道",1,"大阪線",11,"高安",34.61966,135.624365,"下り",160,96,"上り",78,137
5903,223,"近畿日本鉄道",1,"大阪線",12,"恩智",34.609875,135.62628,"下り",77,77,"上り",78,78
5904,223,"近畿日本鉄道",1,"大阪線",13,"法善寺",34.59519,135.626285,"下り",77,77,"上り",78,78
5905,223,"近畿日本鉄道",1,"大阪線",14,"堅下",34.58843,135.627315,"下り",77,77,"上り",78,78
5906,223,"近畿日本鉄道",1,"大阪線",15,"安堂",34.5802,135.629115,"下り",77,77,"上り",78,78
5907,223,"近畿日本鉄道",1,"大阪線",16,"河内国分",34.566715,135.63573,"下り",145,127,"上り",129,149
5908,223,"近畿日本鉄道",1,"大阪線",17,"大阪教育大前",34.555515,135.64477,"下り",78,78,"上り",76,76
5909,223,"近畿日本鉄道",1,"大阪線",18,"関屋",34.553755,135.66792,"下り",78,78,"上り",76,76
5910,223,"近畿日本鉄道",1,"大阪線",19,"二上",34.546565,135.68812,"下り",78,78,"上り",76,76
5911,223,"近畿日本鉄道",1,"大阪線",20,"近鉄下田",34.541395,135.70438,"下り",78,78,"上り",76,76
5912,223,"近畿日本鉄道",1,"大阪線",21,"五位堂",34.534685,135.718195,"下り",138,129,"上り",114,129
5913,223,"近畿日本鉄道",1,"大阪線",22,"築山",34.52633,135.73273,"下り",69,69,"上り",71,71
5914,223,"近畿日本鉄道",1,"大阪線",23,"大和高田",34.51977,135.742324,"下り",129,129,"上り",120,120
5915,223,"近畿日本鉄道",1,"大阪線",24,"松塚",34.52059,135.761195,"下り",69,69,"上り",71,71
5916,223,"近畿日本鉄道",1,"大阪線",25,"真菅",34.51959,135.772795,"下り",69,69,"上り",71,71
5917,223,"近畿日本鉄道",1,"大阪線",26,"大和八木",34.513127,135.792156,"下り",129,125,"上り",122,120
5918,223,"近畿日本鉄道",1,"大阪線",27,"耳成",34.512413,135.815329,"下り",67,67,"上り",68,68
5919,223,"近畿日本鉄道",1,"大阪線",28,"大福",34.512835,135.82987,"下り",67,67,"上り",68,68
5920,223,"近畿日本鉄道",1,"大阪線",29,"桜井",34.513315,135.845955,"下り",125,125,"上り",122,122
